wife_age,wife_education,husband_education,children,wife_religion,wife_working,husband_occupation,standard_of_living_index,media_exposure,contraceptive_method_used
20,4,4,-1,1,1,1,4,0,1
43,4,4,3,1,1,3,4,0,1
39,3,4,6,1,1,1,3,0,1
46,2,4,9,1,1,2,4,0,1
25,3,4,1,1,1,2,3,0,3
31,2,4,4,1,1,1,3,0,1
21,4,4,2,1,1,1,4,0,3
39,3,4,2,0,1,3,4,0,3
27,3,4,0,1,1,3,4,0,3
26,4,2,4,1,1,1,1,0,3
27,4,4,5,1,1,3,4,0,3
28,3,4,2,1,1,2,3,0,1
45,3,4,8,1,1,3,4,0,3
37,3,4,6,1,1,2,4,0,3
24,3,4,0,1,0,3,2,0,1
45,3,4,4,1,1,3,4,0,1
41,1,4,5,1,1,1,3,0,3
36,4,4,5,1,0,3,3,0,3
29,3,4,5,1,1,1,3,0,3
44,4,3,8,1,1,1,4,0,1
31,3,3,3,1,1,1,2,0,1
40,4,3,2,1,1,1,4,0,1
44,2,4,5,1,1,3,4,0,3
34,3,3,7,1,1,1,4,0,2
43,3,3,5,1,1,1,2,0,3
38,3,3,5,1,1,3,4,0,3
26,4,4,1,1,1,2,4,0,1
35,4,4,3,1,1,1,1,0,3
33,3,4,2,1,0,2,4,0,3
32,3,4,4,1,1,1,4,0,3
50,2,3,9,1,0,1,4,0,3
38,4,4,3,1,0,3,4,0,3
32,4,4,3,1,1,1,4,0,1
31,3,4,2,1,1,2,4,0,1
28,2,4,5,1,1,2,3,0,1
32,3,4,3,1,1,3,4,0,3
35,2,4,7,1,0,3,2,0,3
20,4,4,-3,1,1,1,3,0,3
33,4,4,9,1,1,2,4,0,3
31,4,4,4,1,1,3,4,0,2
38,3,4,6,1,0,3,4,0,3
11,3,4,1,1,0,3,3,0,3
29,4,3,5,1,0,3,4,0,3
47,3,4,4,1,1,2,4,0,1
29,3,4,2,1,1,1,4,0,2
33,2,2,1,1,1,1,3,0,3
33,4,4,3,1,1,3,4,0,3
29,4,4,4,1,1,1,3,0,3
49,3,4,5,1,0,2,4,0,3
22,3,4,2,1,1,1,3,0,1
40,4,3,5,1,1,3,4,0,1
36,3,3,5,1,0,3,3,0,1
33,4,4,3,1,1,3,3,0,1
28,3,4,4,1,1,2,3,0,3
29,4,4,1,1,1,2,4,0,2
34,3,4,3,1,1,1,3,0,3
45,3,4,5,1,1,1,3,0,3
37,1,4,5,1,1,1,4,0,3
42,3,4,4,1,0,2,2,0,1
31,3,3,5,1,1,3,3,0,3
26,4,3,4,1,1,2,4,0,1
31,4,3,3,1,1,1,3,0,3
21,3,4,3,1,1,3,4,0,1
31,4,4,0,1,1,1,4,0,1
33,2,3,7,1,0,3,4,0,1
31,3,3,1,1,1,1,4,0,3
39,4,4,4,1,1,1,3,0,3
32,1,4,3,1,1,1,4,0,3
55,2,4,8,1,1,1,4,0,3
25,4,4,-1,1,1,3,3,0,3
47,2,2,7,1,1,3,2,0,3
46,4,4,3,1,1,3,4,0,2
36,3,4,1,1,0,1,3,0,3
40,3,4,5,1,1,2,4,0,3
41,3,4,5,1,1,1,3,0,1
41,4,4,7,1,0,3,3,0,3
25,3,4,-1,1,0,3,1,0,1
35,3,4,4,1,1,2,4,0,3
39,3,4,2,1,1,1,1,0,1
43,3,3,5,1,0,2,4,0,3
45,3,4,6,1,1,2,4,0,2
34,3,2,1,1,1,1,3,0,1
29,4,4,4,1,1,3,4,0,3
23,3,3,0,1,1,3,3,0,3
42,2,4,2,1,0,2,3,0,1
42,4,4,4,1,1,1,3,0,1
43,4,4,5,0,1,2,4,0,2
24,4,4,3,1,0,1,4,0,2
17,3,3,0,1,1,3,3,0,3
43,3,3,4,1,1,2,3,0,3
33,3,4,2,1,1,1,4,0,3
35,1,2,0,1,1,3,4,0,1
35,3,4,2,1,1,3,2,0,1
33,4,3,-1,1,1,3,4,0,3
48,4,4,9,1,0,3,4,0,3
38,3,4,7,1,1,1,3,0,3
29,3,4,6,1,1,3,4,0,3
26,4,4,5,1,0,2,4,0,1
29,3,4,4,1,1,1,2,0,1
17,2,4,4,1,1,3,3,0,1
31,3,3,2,1,1,2,1,0,3
40,4,4,5,1,0,3,4,0,3
35,2,4,5,1,1,1,3,0,1
26,3,2,-1,1,0,1,4,0,3
41,4,4,5,0,1,3,4,0,3
35,4,4,2,1,1,1,3,0,1
27,4,4,0,1,0,2,3,0,1
23,3,4,-2,1,0,2,4,0,3
21,3,4,0,1,1,1,3,0,3
20,3,2,1,1,1,2,3,0,3
33,3,4,3,1,1,1,4,0,1
33,3,4,9,1,1,1,3,0,3
44,4,2,2,1,1,1,4,0,3
27,4,4,3,1,0,3,4,0,3
27,4,4,2,1,0,1,3,0,1
32,4,4,2,1,1,1,1,0,3
25,3,3,1,1,0,3,2,0,2
46,3,3,8,1,0,3,4,0,3
24,3,4,-1,1,0,1,2,0,1
31,3,2,4,1,1,3,3,0,2
27,4,4,3,1,1,3,4,0,1
34,3,4,4,1,1,3,4,0,1
25,4,4,5,1,1,3,4,0,3
37,4,4,6,1,1,2,4,0,1
10,4,4,-2,1,1,3,3,0,1
35,3,3,4,1,0,1,4,0,3
30,4,4,4,1,1,1,3,0,1
43,3,4,6,1,1,3,4,0,3
38,3,3,4,1,0,1,4,0,1
33,1,3,5,1,1,3,3,0,1
37,4,4,5,1,0,1,4,0,3
43,3,4,4,1,1,1,3,0,1
19,2,4,1,1,1,3,3,0,3
47,3,2,6,1,1,1,2,0,3
29,3,4,2,1,0,1,4,0,3
34,2,4,4,1,1,1,3,0,2
30,3,3,0,1,1,1,3,0,1
38,3,3,5,1,1,1,4,0,3
25,1,2,0,1,1,1,4,0,1
25,3,4,1,0,1,2,3,0,1
20,3,2,2,1,1,1,3,0,3
32,2,3,6,1,0,3,3,0,1
23,3,4,3,1,1,3,3,0,1
27,3,4,3,1,1,3,4,0,3
26,4,4,2,1,1,1,4,0,3
27,3,4,4,1,1,1,3,0,3
35,3,4,1,1,0,3,4,0,1
30,4,4,-2,1,1,3,4,0,3
40,4,3,4,1,1,3,1,0,3
25,4,4,5,1,0,1,4,0,3
21,4,4,1,1,0,2,4,0,3
50,2,3,4,1,0,2,3,0,1
46,4,3,8,1,0,3,2,0,1
26,4,4,2,1,1,2,4,0,2
40,4,3,3,1,1,1,2,0,3
32,4,4,6,1,1,3,3,0,3
31,3,4,3,1,0,3,3,0,3
44,3,4,4,1,1,1,4,0,3
27,2,3,6,1,1,2,4,0,1
37,3,4,7,1,1,3,4,0,3
31,4,4,5,1,1,3,4,0,2
25,2,2,4,1,1,1,4,0,3
31,3,3,3,1,0,3,2,0,3
31,2,4,5,1,1,3,3,0,3
38,4,4,1,1,1,1,4,0,1
29,2,3,3,1,0,1,4,0,1
29,2,2,5,1,1,1,4,0,3
41,4,4,6,1,1,3,3,0,3
34,4,1,3,1,1,1,4,0,3
20,3,4,0,1,0,1,4,0,3
28,4,4,2,1,1,2,3,0,1
35,2,3,3,1,1,1,4,0,1
40,3,4,5,1,1,1,4,0,1
33,4,2,0,1,1,3,4,0,1
28,4,2,5,1,1,3,2,0,3
53,2,4,12,1,1,3,4,0,2
28,4,4,-3,1,1,1,4,0,3
35,1,4,0,1,0,1,4,0,1
35,4,3,8,1,1,3,3,0,1
43,3,3,7,1,1,3,4,0,1
25,1,3,3,1,0,1,2,0,3
30,4,3,0,0,1,3,4,0,3
30,4,2,3,1,0,1,4,0,1
32,4,4,5,1,1,1,3,0,3
31,2,4,2,1,1,3,3,0,3
26,3,4,4,1,0,3,3,0,1
26,3,4,2,1,1,3,3,0,1
18,4,4,1,1,1,1,3,0,3
26,4,4,5,1,1,3,4,0,3
28,2,4,4,1,1,2,4,0,2
31,3,3,2,1,1,1,3,0,3
34,4,3,4,1,1,1,3,0,1
31,4,3,5,1,1,3,2,0,3
39,3,4,5,1,0,1,4,0,3
34,3,3,3,1,1,2,3,0,1
23,3,4,1,1,1,3,3,0,3
29,3,4,2,1,0,3,4,0,1
36,2,4,7,1,1,3,3,0,3
35,4,4,2,1,1,2,4,0,1
16,2,4,-2,1,1,1,3,0,1
39,4,4,1,1,1,1,4,0,1
45,2,3,0,1,1,2,4,0,3
47,2,3,8,1,1,3,1,0,3
29,2,4,6,0,1,3,3,0,1
30,2,2,1,1,1,3,3,0,1
22,3,4,2,1,1,3,1,0,1
40,2,4,2,1,1,3,4,0,3
26,3,4,4,1,1,2,3,0,1
38,2,3,3,1,1,3,2,0,1
25,3,4,2,1,1,2,4,0,1
27,3,4,8,1,1,2,3,0,3
37,4,4,3,1,1,1,4,0,3
34,4,4,4,0,1,1,4,0,3
30,3,3,2,1,1,3,4,0,1
33,4,4,5,1,1,3,4,0,3
20,4,4,1,1,1,1,3,0,3
51,4,4,4,1,1,3,4,0,1
24,2,3,7,1,1,2,3,0,1
32,4,4,4,1,1,3,4,0,3
40,2,4,4,1,1,2,1,0,3
28,4,4,0,1,0,3,4,0,1
40,4,4,3,0,1,3,4,0,3
24,2,4,2,1,1,3,4,0,1
49,4,4,4,1,1,3,2,0,3
34,2,1,6,1,1,1,2,0,3
38,3,4,6,1,0,3,2,0,3
50,3,4,9,1,0,3,4,0,2
44,4,4,5,1,1,3,3,0,2
34,2,3,4,1,0,1,4,0,1
37,2,3,4,1,1,1,4,0,1
39,3,4,3,1,1,2,4,0,1
34,3,4,3,0,1,3,1,0,3
43,3,4,6,1,1,2,4,0,1
35,2,4,4,1,1,3,4,0,2
43,3,2,3,0,1,3,3,0,3
30,3,3,4,1,1,2,4,0,3
36,3,4,4,1,1,3,4,0,3
23,4,4,1,1,1,3,3,0,3
29,4,3,8,1,0,3,3,0,3
21,4,3,0,1,1,3,2,0,1
38,1,4,1,1,1,1,3,0,2
31,4,4,4,1,1,1,3,0,3
23,4,2,0,1,1,2,4,0,1
36,4,4,5,1,1,3,3,0,1
43,3,3,5,1,0,3,4,0,3
32,4,4,3,1,0,1,2,0,2
38,2,3,5,1,1,1,2,0,3
18,3,4,3,1,1,3,2,0,3
23,2,4,3,1,1,1,1,0,1
39,3,4,3,1,1,1,4,0,3
18,2,4,-1,1,1,2,4,0,2
36,2,2,7,1,1,2,2,0,1
36,3,3,2,1,0,3,4,0,1
15,3,4,2,1,1,1,4,0,1
36,3,3,5,1,1,1,2,0,3
35,3,4,4,1,1,2,4,0,2
36,3,4,4,1,1,3,3,0,1
28,4,4,5,1,1,1,3,0,3
48,3,4,3,1,1,2,3,0,1
48,2,3,3,1,1,1,4,0,3
42,3,4,3,1,1,2,4,0,1
25,4,4,1,1,1,3,1,0,3
29,2,4,0,1,1,3,4,0,1
40,2,4,3,1,1,1,4,0,1
19,4,4,3,1,0,3,3,0,1
28,2,3,6,1,1,2,2,0,1
34,3,3,3,1,1,2,3,0,3
36,4,3,6,1,1,1,3,0,1
32,3,4,3,1,1,3,3,0,1
29,4,3,3,1,1,2,3,0,1
34,4,3,5,1,1,1,4,0,3
31,3,3,5,1,1,4,4,0,3
29,4,4,3,1,0,2,3,0,3
30,1,3,-1,1,1,3,2,0,1
37,3,4,5,1,1,3,4,0,3
36,2,3,2,1,1,2,4,0,1
25,2,3,-1,1,1,3,2,0,1
30,3,4,7,1,0,1,4,0,3
41,1,4,6,1,1,1,4,0,2
38,2,2,3,1,1,3,4,0,3
23,1,4,0,1,1,3,3,0,1
28,3,4,2,1,1,1,3,0,3
36,3,4,4,1,1,3,4,0,3
36,1,3,3,1,0,3,4,0,1
30,1,4,3,1,1,3,4,0,1
19,4,3,2,1,0,1,1,0,3
22,3,3,3,1,1,2,4,0,3
39,1,4,6,1,1,1,4,0,3
33,4,4,2,1,1,1,3,0,1
19,3,4,2,1,1,2,3,0,3
36,4,2,5,1,1,1,4,0,3
31,1,3,3,1,0,3,3,0,3
39,3,4,6,1,1,3,4,0,3
36,4,4,4,1,1,2,4,0,3
37,3,2,2,1,0,3,3,0,1
29,4,4,2,1,1,3,3,0,3
51,4,4,1,1,1,2,2,0,1
42,3,4,7,1,1,1,4,0,3
36,3,3,6,1,0,3,3,0,3
28,3,4,-1,1,1,4,3,0,1
33,3,4,2,1,1,2,2,0,1
45,2,2,7,1,1,1,1,0,3
21,4,4,2,1,1,3,4,0,3
29,1,3,3,1,1,3,2,0,1
17,1,4,-1,1,1,1,3,0,3
33,3,4,2,1,0,3,3,0,1
28,2,4,6,1,1,3,3,0,1
41,2,4,3,1,1,3,3,0,2
35,2,4,7,1,0,3,1,0,1
28,3,2,4,1,1,1,2,0,1
27,3,3,1,1,1,1,3,0,1
34,3,4,0,1,1,2,4,0,1
35,3,4,4,1,1,2,4,0,1
31,2,4,4,1,1,2,3,0,3
40,1,4,3,1,0,2,4,0,3
44,3,4,4,1,1,3,4,0,1
29,1,2,3,1,0,2,2,0,1
28,2,3,1,1,0,1,4,0,1
26,3,2,2,1,1,1,3,0,3
40,4,4,6,1,0,3,4,0,3
27,4,4,3,0,1,1,4,0,3
19,1,4,2,1,1,2,4,0,1
36,2,4,6,1,1,2,3,0,1
26,4,4,-1,1,1,1,4,0,1
39,4,4,2,1,1,2,4,0,3
17,4,4,1,1,1,1,3,0,3
32,1,3,9,1,0,1,3,0,3
53,3,4,6,1,1,1,4,0,1
35,4,4,3,1,1,2,4,0,3
35,3,3,4,1,0,1,3,0,3
28,1,4,5,1,1,2,4,0,1
39,3,4,6,1,1,2,4,0,3
32,4,4,5,1,0,3,3,0,3
30,3,3,5,1,0,1,2,0,1
30,3,4,4,1,1,3,2,0,3
41,3,4,7,1,1,1,2,0,1
24,3,4,6,1,0,3,4,0,3
31,3,4,0,1,1,3,3,0,1
29,4,4,6,1,0,3,4,0,1
37,1,3,5,1,1,2,1,0,3
23,3,3,1,1,0,3,2,0,1
34,2,4,6,1,0,3,4,0,1
28,4,2,0,1,1,3,3,0,3
51,2,4,6,1,1,1,3,0,1
35,3,4,6,1,0,1,2,0,3
31,3,4,4,1,1,3,3,0,3
46,2,3,7,1,0,1,4,0,3
36,2,4,4,1,1,3,4,0,1
35,4,4,3,1,0,1,4,0,3
31,3,3,4,1,0,3,4,0,1
32,4,1,4,1,0,3,4,0,3
45,2,3,6,1,1,3,3,0,3
31,4,4,1,1,1,2,4,0,2
22,4,4,0,1,0,3,1,0,3
36,4,4,2,1,1,2,4,0,3
45,2,3,4,1,1,2,2,0,3
35,3,4,5,1,1,2,4,0,3
28,3,4,3,1,1,1,4,0,2
34,4,4,3,1,1,3,3,0,1
27,2,3,2,1,1,1,2,0,1
16,4,3,0,1,1,3,3,0,3
30,3,4,3,1,1,3,3,0,1
42,3,4,5,1,1,3,3,0,1
30,3,4,0,1,1,1,3,0,1
36,3,4,5,1,1,3,4,0,3
12,4,4,-1,1,0,3,4,0,3
38,3,4,4,1,1,3,4,0,3
45,4,4,5,1,1,1,2,0,3
37,4,4,6,1,1,1,4,0,3
50,2,3,8,1,1,3,1,0,3
36,3,4,0,1,1,3,4,0,2
35,3,4,3,1,1,3,4,0,1
27,3,4,1,1,0,1,4,0,1
27,3,3,5,1,1,1,2,0,3
32,1,4,4,1,1,3,3,0,3
32,3,3,-1,1,1,2,4,0,3
32,4,4,5,1,1,3,3,0,3
38,3,4,4,1,1,1,4,0,1
37,4,4,8,1,1,3,4,0,3
48,3,3,10,0,1,2,4,0,2
